data_id,student_ref,student_weakness,ques1_ref,ques1_time_taken,ques1_correctness,ques1_previous_weaknesses,ques1_possible_weaknesses,ques2_ref,ques2_time_taken,ques2_correctness,ques2_previous_weaknesses,ques2_possible_weaknesses,ques3_ref,ques3_time_taken,ques3_correctness,ques3_previous_weaknesses,ques3_possible_weaknesses,ques4_ref,ques4_time_taken,ques4_correctness,ques4_previous_weaknesses,ques4_possible_weaknesses,ques5_ref,ques5_time_taken,ques5_correctness,ques5_previous_weaknesses,ques5_possible_weaknesses,ques6_ref,ques6_time_taken,ques6_correctness,ques6_previous_weaknesses,ques6_possible_weaknesses,ques7_ref,ques7_time_taken,ques7_correctness,ques7_previous_weaknesses,ques7_possible_weaknesses,ques8_ref,ques8_time_taken,ques8_correctness,ques8_previous_weaknesses,ques8_possible_weaknesses,ques9_ref,ques9_time_taken,ques9_correctness,ques9_previous_weaknesses,ques9_possible_weaknesses,ques10_ref,ques10_time_taken,ques10_correctness,ques10_previous_weaknesses,ques10_possible_weaknesses
Student_3_6,Student_3,"['001_03_05', '001_01_02', '001_02_02', '001_02_04', '001_01_05', '001_01_07', '001_01_04', '001_02_05', '001_01_06']",10,115310,True,[],[],13,47669,True,[],[],1,23432,False,[],"['001_01_05', '001_01_04', '001_01_06', '001_01_07']",12,31541,True,"['001_01_05', '001_01_04', '001_01_06', '001_01_07']",[],16,83630,True,"['001_01_05', '001_01_04', '001_01_06', '001_01_07']",[],7,16048,False,"['001_01_05', '001_01_04', '001_01_06', '001_01_07']","['001_03_05', '001_01_04', '001_01_06', '001_01_07']",2,84030,False,"['001_01_05', '001_01_04', '001_01_06', '001_01_07', '001_03_05']","['001_01_02', '001_01_06', '001_02_02', '001_02_04', '001_01_07']",15,116560,True,"['001_01_05', '001_01_04', '001_01_06', '001_01_07', '001_03_05', '001_01_02', '001_02_02', '001_02_04']",[],20,8427,False,"['001_01_05', '001_01_04', '001_01_06', '001_01_07', '001_03_05', '001_01_02', '001_02_02', '001_02_04']","['001_01_05', '001_02_05', '001_01_06', '001_01_07']",5,111259,True,"['001_01_05', '001_01_04', '001_01_06', '001_01_07', '001_03_05', '001_01_02', '001_02_02', '001_02_04', '001_02_05']",[]
Student_4_6,Student_4,"['001_03_05', '001_03_04', '001_01_02', '001_01_01', '001_01_03', '001_03_01', '001_03_06', '001_02_02', '001_02_04', '001_02_09', '001_01_05', '001_01_07', '001_01_04', '001_02_05', '001_03_03', '001_01_06', '001_02_06']",10,87192,True,[],[],13,57994,False,[],"['001_01_01', '001_02_05', '001_01_03', '001_01_07']",1,21491,False,"['001_01_01', '001_02_05', '001_01_03', '001_01_07']","['001_01_05', '001_01_04', '001_01_06', '001_01_07']",12,47078,False,"['001_01_01', '001_02_05', '001_01_03', '001_01_07', '001_01_05', '001_01_04', '001_01_06']","['001_03_06', '001_01_04', '001_02_09', '001_01_07']",16,107922,False,"['001_01_01', '001_02_05', '001_01_03', '001_01_07', '001_01_05', '001_01_04', '001_01_06', '001_03_06', '001_02_09']","['001_02_06', '001_03_03', '001_03_01', '001_01_07']",7,35428,False,"['001_01_01', '001_02_05', '001_01_03', '001_01_07', '001_01_05', '001_01_04', '001_01_06', '001_03_06', '001_02_09', '001_02_06', '001_03_03', '001_03_01']","['001_03_05', '001_01_04', '001_01_06', '001_01_07']",2,40495,True,"['001_01_01', '001_02_05', '001_01_03', '001_01_07', '001_01_05', '001_01_04', '001_01_06', '001_03_06', '001_02_09', '001_02_06', '001_03_03', '001_03_01', '001_03_05']",[],15,8101,False,"['001_01_01', '001_02_05', '001_01_03', '001_01_07', '001_01_05', '001_01_04', '001_01_06', '001_03_06', '001_02_09', '001_02_06', '001_03_03', '001_03_01', '001_03_05']","['001_02_02', '001_02_04', '001_01_02', '001_01_05', '001_01_07']",20,67726,False,"['001_01_01', '001_02_05', '001_01_03', '001_01_07', '001_01_05', '001_01_04', '001_01_06', '001_03_06', '001_02_09', '001_02_06', '001_03_03', '001_03_01', '001_03_05', '001_02_02', '001_02_04', '001_01_02']","['001_01_05', '001_02_05', '001_01_06', '001_01_07']",5,99694,False,"['001_01_01', '001_02_05', '001_01_03', '001_01_07', '001_01_05', '001_01_04', '001_01_06', '001_03_06', '001_02_09', '001_02_06', '001_03_03', '001_03_01', '001_03_05', '001_02_02', '001_02_04', '001_01_02']","['001_03_04', '001_02_05', '001_03_01', '001_01_07']"
Student_5_6,Student_5,"['001_03_02', '001_01_02', '001_01_03', '001_02_07', '001_02_02', '001_03_06', '001_02_04', '001_02_09', '001_01_05', '001_01_07', '001_01_04', '001_01_06']",10,83812,False,[],"['001_02_07', '001_03_02', '001_01_03', '001_01_07']",13,13651,True,"['001_02_07', '001_03_02', '001_01_03', '001_01_07']",[],1,30555,True,"['001_02_07', '001_03_02', '001_01_03', '001_01_07']",[],12,5463,False,"['001_02_07', '001_03_02', '001_01_03', '001_01_07']","['001_03_06', '001_01_04', '001_02_09', '001_01_07']",16,84255,True,"['001_02_07', '001_03_02', '001_01_03', '001_01_07', '001_03_06', '001_01_04', '001_02_09']",[],7,26147,True,"['001_02_07', '001_03_02', '001_01_03', '001_01_07', '001_03_06', '001_01_04', '001_02_09']",[],2,6015,False,"['001_02_07', '001_03_02', '001_01_03', '001_01_07', '001_03_06', '001_01_04', '001_02_09']","['001_01_02', '001_01_06', '001_02_02', '001_02_04', '001_01_07']",15,5715,False,"['001_02_07', '001_03_02', '001_01_03', '001_01_07', '001_03_06', '001_01_04', '001_02_09', '001_01_02', '001_01_06', '001_02_02', '001_02_04']","['001_02_02', '001_02_04', '001_01_02', '001_01_05', '001_01_07']",20,65601,True,"['001_02_07', '001_03_02', '001_01_03', '001_01_07', '001_03_06', '001_01_04', '001_02_09', '001_01_02', '001_01_06', '001_02_02', '001_02_04', '001_01_05']",[],5,72851,True,"['001_02_07', '001_03_02', '001_01_03', '001_01_07', '001_03_06', '001_01_04', '001_02_09', '001_01_02', '001_01_06', '001_02_02', '001_02_04', '001_01_05']",[]
Student_6_6,Student_6,"['001_03_02', '001_03_01', '001_01_05', '001_01_04', '001_01_06', '001_03_05', '001_01_02', '001_01_03', '001_02_07', '001_02_02', '001_02_04', '001_01_07', '001_03_03', '001_02_05', '001_01_01', '001_03_06', '001_03_04', '001_02_09', '001_02_06']",10,51440,False,[],"['001_02_07', '001_03_02', '001_01_03', '001_01_07']",13,106812,False,"['001_02_07', '001_03_02', '001_01_03', '001_01_07']","['001_01_01', '001_02_05', '001_01_03', '001_01_07']",1,60007,False,"['001_02_07', '001_03_02', '001_01_03', '001_01_07', '001_01_01', '001_02_05']","['001_01_05', '001_01_04', '001_01_06', '001_01_07']",12,114915,False,"['001_02_07', '001_03_02', '001_01_03', '001_01_07', '001_01_01', '001_02_05', '001_01_05', '001_01_04', '001_01_06']","['001_03_06', '001_01_04', '001_02_09', '001_01_07']",16,11619,False,"['001_02_07', '001_03_02', '001_01_03', '001_01_07', '001_01_01', '001_02_05', '001_01_05', '001_01_04', '001_01_06', '001_03_06', '001_02_09']","['001_02_06', '001_03_03', '001_03_01', '001_01_07']",7,8260,False,"['001_02_07', '001_03_02', '001_01_03', '001_01_07', '001_01_01', '001_02_05', '001_01_05', '001_01_04', '001_01_06', '001_03_06', '001_02_09', '001_02_06', '001_03_03', '001_03_01']","['001_03_05', '001_01_04', '001_01_06', '001_01_07']",2,50709,False,"['001_02_07', '001_03_02', '001_01_03', '001_01_07', '001_01_01', '001_02_05', '001_01_05', '001_01_04', '001_01_06', '001_03_06', '001_02_09', '001_02_06', '001_03_03', '001_03_01', '001_03_05']","['001_01_02', '001_01_06', '001_02_02', '001_02_04', '001_01_07']",15,48146,False,"['001_02_07', '001_03_02', '001_01_03', '001_01_07', '001_01_01', '001_02_05', '001_01_05', '001_01_04', '001_01_06', '001_03_06', '001_02_09', '001_02_06', '001_03_03', '001_03_01', '001_03_05', '001_01_02', '001_02_02', '001_02_04']","['001_02_02', '001_02_04', '001_01_02', '001_01_05', '001_01_07']",20,63598,False,"['001_02_07', '001_03_02', '001_01_03', '001_01_07', '001_01_01', '001_02_05', '001_01_05', '001_01_04', '001_01_06', '001_03_06', '001_02_09', '001_02_06', '001_03_03', '001_03_01', '001_03_05', '001_01_02', '001_02_02', '001_02_04']","['001_01_05', '001_02_05', '001_01_06', '001_01_07']",5,119616,False,"['001_02_07', '001_03_02', '001_01_03', '001_01_07', '001_01_01', '001_02_05', '001_01_05', '001_01_04', '001_01_06', '001_03_06', '001_02_09', '001_02_06', '001_03_03', '001_03_01', '001_03_05', '001_01_02', '001_02_02', '001_02_04']","['001_03_04', '001_02_05', '001_03_01', '001_01_07']"
Student_7_6,Student_7,"['001_03_02', '001_01_03', '001_02_07', '001_01_07']",10,83996,False,[],"['001_02_07', '001_03_02', '001_01_03', '001_01_07']",13,18412,True,"['001_02_07', '001_03_02', '001_01_03', '001_01_07']",[],1,42792,True,"['001_02_07', '001_03_02', '001_01_03', '001_01_07']",[],12,74694,True,"['001_02_07', '001_03_02', '001_01_03', '001_01_07']",[],16,28469,True,"['001_02_07', '001_03_02', '001_01_03', '001_01_07']",[],7,71812,True,"['001_02_07', '001_03_02', '001_01_03', '001_01_07']",[],2,102978,True,"['001_02_07', '001_03_02', '001_01_03', '001_01_07']",[],15,4067,True,"['001_02_07', '001_03_02', '001_01_03', '001_01_07']",[],20,26349,True,"['001_02_07', '001_03_02', '001_01_03', '001_01_07']",[],5,84279,True,"['001_02_07', '001_03_02', '001_01_03', '001_01_07']",[]
Student_8_6,Student_8,"['001_01_02', '001_03_01', '001_02_02', '001_02_04', '001_02_05', '001_01_05', '001_01_07', '001_01_04', '001_03_03', '001_01_06', '001_02_06']",10,69278,True,[],[],13,89892,True,[],[],1,32436,False,[],"['001_01_05', '001_01_04', '001_01_06', '001_01_07']",12,115238,True,"['001_01_05', '001_01_04', '001_01_06', '001_01_07']",[],16,86062,False,"['001_01_05', '001_01_04', '001_01_06', '001_01_07']","['001_02_06', '001_03_03', '001_03_01', '001_01_07']",7,50618,True,"['001_01_05', '001_01_04', '001_01_06', '001_01_07', '001_02_06', '001_03_03', '001_03_01']",[],2,49125,True,"['001_01_05', '001_01_04', '001_01_06', '001_01_07', '001_02_06', '001_03_03', '001_03_01']",[],15,109627,False,"['001_01_05', '001_01_04', '001_01_06', '001_01_07', '001_02_06', '001_03_03', '001_03_01']","['001_02_02', '001_02_04', '001_01_02', '001_01_05', '001_01_07']",20,71244,False,"['001_01_05', '001_01_04', '001_01_06', '001_01_07', '001_02_06', '001_03_03', '001_03_01', '001_02_02', '001_02_04', '001_01_02']","['001_01_05', '001_02_05', '001_01_06', '001_01_07']",5,14485,True,"['001_01_05', '001_01_04', '001_01_06', '001_01_07', '001_02_06', '001_03_03', '001_03_01', '001_02_02', '001_02_04', '001_01_02', '001_02_05']",[]
Student_9_6,Student_9,"['001_03_05', '001_03_02', '001_01_02', '001_01_03', '001_01_01', '001_02_07', '001_03_01', '001_03_06', '001_02_02', '001_02_04', '001_02_09', '001_01_05', '001_01_07', '001_01_04', '001_02_05', '001_03_03', '001_01_06', '001_02_06']",10,47294,False,[],"['001_02_07', '001_03_02', '001_01_03', '001_01_07']",13,78500,False,"['001_02_07', '001_03_02', '001_01_03', '001_01_07']","['001_01_01', '001_02_05', '001_01_03', '001_01_07']",1,6975,False,"['001_02_07', '001_03_02', '001_01_03', '001_01_07', '001_01_01', '001_02_05']","['001_01_05', '001_01_04', '001_01_06', '001_01_07']",12,92701,False,"['001_02_07', '001_03_02', '001_01_03', '001_01_07', '001_01_01', '001_02_05', '001_01_05', '001_01_04', '001_01_06']","['001_03_06', '001_01_04', '001_02_09', '001_01_07']",16,40821,False,"['001_02_07', '001_03_02', '001_01_03', '001_01_07', '001_01_01', '001_02_05', '001_01_05', '001_01_04', '001_01_06', '001_03_06', '001_02_09']","['001_02_06', '001_03_03', '001_03_01', '001_01_07']",7,40747,False,"['001_02_07', '001_03_02', '001_01_03', '001_01_07', '001_01_01', '001_02_05', '001_01_05', '001_01_04', '001_01_06', '001_03_06', '001_02_09', '001_02_06', '001_03_03', '001_03_01']","['001_03_05', '001_01_04', '001_01_06', '001_01_07']",2,26834,False,"['001_02_07', '001_03_02', '001_01_03', '001_01_07', '001_01_01', '001_02_05', '001_01_05', '001_01_04', '001_01_06', '001_03_06', '001_02_09', '001_02_06', '001_03_03', '001_03_01', '001_03_05']","['001_01_02', '001_01_06', '001_02_02', '001_02_04', '001_01_07']",15,47375,False,"['001_02_07', '001_03_02', '001_01_03', '001_01_07', '001_01_01', '001_02_05', '001_01_05', '001_01_04', '001_01_06', '001_03_06', '001_02_09', '001_02_06', '001_03_03', '001_03_01', '001_03_05', '001_01_02', '001_02_02', '001_02_04']","['001_02_02', '001_02_04', '001_01_02', '001_01_05', '001_01_07']",20,27211,False,"['001_02_07', '001_03_02', '001_01_03', '001_01_07', '001_01_01', '001_02_05', '001_01_05', '001_01_04', '001_01_06', '001_03_06', '001_02_09', '001_02_06', '001_03_03', '001_03_01', '001_03_05', '001_01_02', '001_02_02', '001_02_04']","['001_01_05', '001_02_05', '001_01_06', '001_01_07']",5,27258,True,"['001_02_07', '001_03_02', '001_01_03', '001_01_07', '001_01_01', '001_02_05', '001_01_05', '001_01_04', '001_01_06', '001_03_06', '001_02_09', '001_02_06', '001_03_03', '001_03_01', '001_03_05', '001_01_02', '001_02_02', '001_02_04']",[]
Student_10_6,Student_10,"['001_03_02', '001_03_01', '001_01_05', '001_01_04', '001_01_06', '001_03_05', '001_01_02', '001_01_03', '001_02_07', '001_02_02', '001_02_04', '001_01_07', '001_03_03', '001_02_05', '001_01_01', '001_03_06', '001_03_04', '001_02_09', '001_02_06']",10,25041,False,[],"['001_02_07', '001_03_02', '001_01_03', '001_01_07']",13,89227,False,"['001_02_07', '001_03_02', '001_01_03', '001_01_07']","['001_01_01', '001_02_05', '001_01_03', '001_01_07']",1,97878,False,"['001_02_07', '001_03_02', '001_01_03', '001_01_07', '001_01_01', '001_02_05']","['001_01_05', '001_01_04', '001_01_06', '001_01_07']",12,104557,False,"['001_02_07', '001_03_02', '001_01_03', '001_01_07', '001_01_01', '001_02_05', '001_01_05', '001_01_04', '001_01_06']","['001_03_06', '001_01_04', '001_02_09', '001_01_07']",16,111589,False,"['001_02_07', '001_03_02', '001_01_03', '001_01_07', '001_01_01', '001_02_05', '001_01_05', '001_01_04', '001_01_06', '001_03_06', '001_02_09']","['001_02_06', '001_03_03', '001_03_01', '001_01_07']",7,75784,False,"['001_02_07', '001_03_02', '001_01_03', '001_01_07', '001_01_01', '001_02_05', '001_01_05', '001_01_04', '001_01_06', '001_03_06', '001_02_09', '001_02_06', '001_03_03', '001_03_01']","['001_03_05', '001_01_04', '001_01_06', '001_01_07']",2,49013,False,"['001_02_07', '001_03_02', '001_01_03', '001_01_07', '001_01_01', '001_02_05', '001_01_05', '001_01_04', '001_01_06', '001_03_06', '001_02_09', '001_02_06', '001_03_03', '001_03_01', '001_03_05']","['001_01_02', '001_01_06', '001_02_02', '001_02_04', '001_01_07']",15,50040,False,"['001_02_07', '001_03_02', '001_01_03', '001_01_07', '001_01_01', '001_02_05', '001_01_05', '001_01_04', '001_01_06', '001_03_06', '001_02_09', '001_02_06', '001_03_03', '001_03_01', '001_03_05', '001_01_02', '001_02_02', '001_02_04']","['001_02_02', '001_02_04', '001_01_02', '001_01_05', '001_01_07']",20,13974,False,"['001_02_07', '001_03_02', '001_01_03', '001_01_07', '001_01_01', '001_02_05', '001_01_05', '001_01_04', '001_01_06', '001_03_06', '001_02_09', '001_02_06', '001_03_03', '001_03_01', '001_03_05', '001_01_02', '001_02_02', '001_02_04']","['001_01_05', '001_02_05', '001_01_06', '001_01_07']",5,88871,False,"['001_02_07', '001_03_02', '001_01_03', '001_01_07', '001_01_01', '001_02_05', '001_01_05', '001_01_04', '001_01_06', '001_03_06', '001_02_09', '001_02_06', '001_03_03', '001_03_01', '001_03_05', '001_01_02', '001_02_02', '001_02_04']","['001_03_04', '001_02_05', '001_03_01', '001_01_07']"
Student_11_6,Student_11,"['001_03_01', '001_03_03', '001_01_07', '001_02_06']",10,26829,True,[],[],13,16920,True,[],[],1,48478,True,[],[],12,55833,True,[],[],16,35593,False,[],"['001_02_06', '001_03_03', '001_03_01', '001_01_07']",7,6749,True,"['001_02_06', '001_03_03', '001_03_01', '001_01_07']",[],2,41710,True,"['001_02_06', '001_03_03', '001_03_01', '001_01_07']",[],15,92562,True,"['001_02_06', '001_03_03', '001_03_01', '001_01_07']",[],20,32261,True,"['001_02_06', '001_03_03', '001_03_01', '001_01_07']",[],5,82647,True,"['001_02_06', '001_03_03', '001_03_01', '001_01_07']",[]
Student_12_6,Student_12,"['001_03_04', '001_01_02', '001_01_01', '001_01_03', '001_02_02', '001_03_06', '001_02_04', '001_03_01', '001_02_09', '001_01_05', '001_01_07', '001_01_04', '001_02_05', '001_01_06']",10,46090,True,[],[],13,12690,False,[],"['001_01_01', '001_02_05', '001_01_03', '001_01_07']",1,86764,False,"['001_01_01', '001_02_05', '001_01_03', '001_01_07']","['001_01_05', '001_01_04', '001_01_06', '001_01_07']",12,22402,False,"['001_01_01', '001_02_05', '001_01_03', '001_01_07', '001_01_05', '001_01_04', '001_01_06']","['001_03_06', '001_01_04', '001_02_09', '001_01_07']",16,59070,True,"['001_01_01', '001_02_05', '001_01_03', '001_01_07', '001_01_05', '001_01_04', '001_01_06', '001_03_06', '001_02_09']",[],7,102333,True,"['001_01_01', '001_02_05', '001_01_03', '001_01_07', '001_01_05', '001_01_04', '001_01_06', '001_03_06', '001_02_09']",[],2,21367,True,"['001_01_01', '001_02_05', '001_01_03', '001_01_07', '001_01_05', '001_01_04', '001_01_06', '001_03_06', '001_02_09']",[],15,71405,False,"['001_01_01', '001_02_05', '001_01_03', '001_01_07', '001_01_05', '001_01_04', '001_01_06', '001_03_06', '001_02_09']","['001_02_02', '001_02_04', '001_01_02', '001_01_05', '001_01_07']",20,107521,False,"['001_01_01', '001_02_05', '001_01_03', '001_01_07', '001_01_05', '001_01_04', '001_01_06', '001_03_06', '001_02_09', '001_02_02', '001_02_04', '001_01_02']","['001_01_05', '001_02_05', '001_01_06', '001_01_07']",5,113119,False,"['001_01_01', '001_02_05', '001_01_03', '001_01_07', '001_01_05', '001_01_04', '001_01_06', '001_03_06', '001_02_09', '001_02_02', '001_02_04', '001_01_02']","['001_03_04', '001_02_05', '001_03_01', '001_01_07']"
Student_13_6,Student_13,"['001_03_05', '001_03_02', '001_01_02', '001_01_03', '001_02_07', '001_03_01', '001_03_06', '001_02_02', '001_02_04', '001_02_05', '001_02_09', '001_01_05', '001_01_07', '001_01_04', '001_03_03', '001_01_06', '001_02_06']",10,105399,False,[],"['001_02_07', '001_03_02', '001_01_03', '001_01_07']",13,20703,True,"['001_02_07', '001_03_02', '001_01_03', '001_01_07']",[],1,83395,False,"['001_02_07', '001_03_02', '001_01_03', '001_01_07']","['001_01_05', '001_01_04', '001_01_06', '001_01_07']",12,114014,False,"['001_02_07', '001_03_02', '001_01_03', '001_01_07', '001_01_05', '001_01_04', '001_01_06']","['001_03_06', '001_01_04', '001_02_09', '001_01_07']",16,53177,False,"['001_02_07', '001_03_02', '001_01_03', '001_01_07', '001_01_05', '001_01_04', '001_01_06', '001_03_06', '001_02_09']","['001_02_06', '001_03_03', '001_03_01', '001_01_07']",7,71128,False,"['001_02_07', '001_03_02', '001_01_03', '001_01_07', '001_01_05', '001_01_04', '001_01_06', '001_03_06', '001_02_09', '001_02_06', '001_03_03', '001_03_01']","['001_03_05', '001_01_04', '001_01_06', '001_01_07']",2,57909,False,"['001_02_07', '001_03_02', '001_01_03', '001_01_07', '001_01_05', '001_01_04', '001_01_06', '001_03_06', '001_02_09', '001_02_06', '001_03_03', '001_03_01', '001_03_05']","['001_01_02', '001_01_06', '001_02_02', '001_02_04', '001_01_07']",15,73198,False,"['001_02_07', '001_03_02', '001_01_03', '001_01_07', '001_01_05', '001_01_04', '001_01_06', '001_03_06', '001_02_09', '001_02_06', '001_03_03', '001_03_01', '001_03_05', '001_01_02', '001_02_02', '001_02_04']","['001_02_02', '001_02_04', '001_01_02', '001_01_05', '001_01_07']",20,113168,False,"['001_02_07', '001_03_02', '001_01_03', '001_01_07', '001_01_05', '001_01_04', '001_01_06', '001_03_06', '001_02_09', '001_02_06', '001_03_03', '001_03_01', '001_03_05', '001_01_02', '001_02_02', '001_02_04']","['001_01_05', '001_02_05', '001_01_06', '001_01_07']",5,64576,True,"['001_02_07', '001_03_02', '001_01_03', '001_01_07', '001_01_05', '001_01_04', '001_01_06', '001_03_06', '001_02_09', '001_02_06', '001_03_03', '001_03_01', '001_03_05', '001_01_02', '001_02_02', '001_02_04', '001_02_05']",[]
Student_14_6,Student_14,[],10,91249,True,[],[],13,46895,True,[],[],1,6847,True,[],[],12,20907,True,[],[],16,115904,True,[],[],7,117128,True,[],[],2,78985,True,[],[],15,75885,True,[],[],20,112804,True,[],[],5,54086,True,[],[]
Student_15_6,Student_15,"['001_03_05', '001_03_02', '001_01_02', '001_01_03', '001_02_07', '001_03_01', '001_03_06', '001_02_02', '001_02_04', '001_02_05', '001_02_09', '001_01_05', '001_01_07', '001_01_04', '001_03_03', '001_01_06', '001_02_06']",10,80031,False,[],"['001_02_07', '001_03_02', '001_01_03', '001_01_07']",13,37487,True,"['001_02_07', '001_03_02', '001_01_03', '001_01_07']",[],1,102177,False,"['001_02_07', '001_03_02', '001_01_03', '001_01_07']","['001_01_05', '001_01_04', '001_01_06', '001_01_07']",12,55924,False,"['001_02_07', '001_03_02', '001_01_03', '001_01_07', '001_01_05', '001_01_04', '001_01_06']","['001_03_06', '001_01_04', '001_02_09', '001_01_07']",16,112561,False,"['001_02_07', '001_03_02', '001_01_03', '001_01_07', '001_01_05', '001_01_04', '001_01_06', '001_03_06', '001_02_09']","['001_02_06', '001_03_03', '001_03_01', '001_01_07']",7,54965,False,"['001_02_07', '001_03_02', '001_01_03', '001_01_07', '001_01_05', '001_01_04', '001_01_06', '001_03_06', '001_02_09', '001_02_06', '001_03_03', '001_03_01']","['001_03_05', '001_01_04', '001_01_06', '001_01_07']",2,7568,False,"['001_02_07', '001_03_02', '001_01_03', '001_01_07', '001_01_05', '001_01_04', '001_01_06', '001_03_06', '001_02_09', '001_02_06', '001_03_03', '001_03_01', '001_03_05']","['001_01_02', '001_01_06', '001_02_02', '001_02_04', '001_01_07']",15,113789,False,"['001_02_07', '001_03_02', '001_01_03', '001_01_07', '001_01_05', '001_01_04', '001_01_06', '001_03_06', '001_02_09', '001_02_06', '001_03_03', '001_03_01', '001_03_05', '001_01_02', '001_02_02', '001_02_04']","['001_02_02', '001_02_04', '001_01_02', '001_01_05', '001_01_07']",20,99532,False,"['001_02_07', '001_03_02', '001_01_03', '001_01_07', '001_01_05', '001_01_04', '001_01_06', '001_03_06', '001_02_09', '001_02_06', '001_03_03', '001_03_01', '001_03_05', '001_01_02', '001_02_02', '001_02_04']","['001_01_05', '001_02_05', '001_01_06', '001_01_07']",5,117675,True,"['001_02_07', '001_03_02', '001_01_03', '001_01_07', '001_01_05', '001_01_04', '001_01_06', '001_03_06', '001_02_09', '001_02_06', '001_03_03', '001_03_01', '001_03_05', '001_01_02', '001_02_02', '001_02_04', '001_02_05']",[]
Student_16_6,Student_16,"['001_03_02', '001_03_01', '001_01_05', '001_01_04', '001_01_06', '001_03_05', '001_01_02', '001_01_03', '001_02_07', '001_02_02', '001_02_04', '001_01_07', '001_03_03', '001_02_05', '001_01_01', '001_03_06', '001_03_04', '001_02_09', '001_02_06']",10,4637,False,[],"['001_02_07', '001_03_02', '001_01_03', '001_01_07']",13,40442,False,"['001_02_07', '001_03_02', '001_01_03', '001_01_07']","['001_01_01', '001_02_05', '001_01_03', '001_01_07']",1,49066,False,"['001_02_07', '001_03_02', '001_01_03', '001_01_07', '001_01_01', '001_02_05']","['001_01_05', '001_01_04', '001_01_06', '001_01_07']",12,16530,False,"['001_02_07', '001_03_02', '001_01_03', '001_01_07', '001_01_01', '001_02_05', '001_01_05', '001_01_04', '001_01_06']","['001_03_06', '001_01_04', '001_02_09', '001_01_07']",16,91190,False,"['001_02_07', '001_03_02', '001_01_03', '001_01_07', '001_01_01', '001_02_05', '001_01_05', '001_01_04', '001_01_06', '001_03_06', '001_02_09']","['001_02_06', '001_03_03', '001_03_01', '001_01_07']",7,56890,False,"['001_02_07', '001_03_02', '001_01_03', '001_01_07', '001_01_01', '001_02_05', '001_01_05', '001_01_04', '001_01_06', '001_03_06', '001_02_09', '001_02_06', '001_03_03', '001_03_01']","['001_03_05', '001_01_04', '001_01_06', '001_01_07']",2,73706,False,"['001_02_07', '001_03_02', '001_01_03', '001_01_07', '001_01_01', '001_02_05', '001_01_05', '001_01_04', '001_01_06', '001_03_06', '001_02_09', '001_02_06', '001_03_03', '001_03_01', '001_03_05']","['001_01_02', '001_01_06', '001_02_02', '001_02_04', '001_01_07']",15,112282,False,"['001_02_07', '001_03_02', '001_01_03', '001_01_07', '001_01_01', '001_02_05', '001_01_05', '001_01_04', '001_01_06', '001_03_06', '001_02_09', '001_02_06', '001_03_03', '001_03_01', '001_03_05', '001_01_02', '001_02_02', '001_02_04']","['001_02_02', '001_02_04', '001_01_02', '001_01_05', '001_01_07']",20,26996,False,"['001_02_07', '001_03_02', '001_01_03', '001_01_07', '001_01_01', '001_02_05', '001_01_05', '001_01_04', '001_01_06', '001_03_06', '001_02_09', '001_02_06', '001_03_03', '001_03_01', '001_03_05', '001_01_02', '001_02_02', '001_02_04']","['001_01_05', '001_02_05', '001_01_06', '001_01_07']",5,99019,False,"['001_02_07', '001_03_02', '001_01_03', '001_01_07', '001_01_01', '001_02_05', '001_01_05', '001_01_04', '001_01_06', '001_03_06', '001_02_09', '001_02_06', '001_03_03', '001_03_01', '001_03_05', '001_01_02', '001_02_02', '001_02_04']","['001_03_04', '001_02_05', '001_03_01', '001_01_07']"
Student_17_6,Student_17,"['001_03_05', '001_03_02', '001_01_02', '001_01_03', '001_02_07', '001_02_02', '001_02_04', '001_01_05', '001_01_07', '001_01_04', '001_01_06']",10,101124,False,[],"['001_02_07', '001_03_02', '001_01_03', '001_01_07']",13,95078,True,"['001_02_07', '001_03_02', '001_01_03', '001_01_07']",[],1,28820,True,"['001_02_07', '001_03_02', '001_01_03', '001_01_07']",[],12,108739,True,"['001_02_07', '001_03_02', '001_01_03', '001_01_07']",[],16,97453,True,"['001_02_07', '001_03_02', '001_01_03', '001_01_07']",[],7,109758,False,"['001_02_07', '001_03_02', '001_01_03', '001_01_07']","['001_03_05', '001_01_04', '001_01_06', '001_01_07']",2,27682,False,"['001_02_07', '001_03_02', '001_01_03', '001_01_07', '001_03_05', '001_01_04', '001_01_06']","['001_01_02', '001_01_06', '001_02_02', '001_02_04', '001_01_07']",15,101537,False,"['001_02_07', '001_03_02', '001_01_03', '001_01_07', '001_03_05', '001_01_04', '001_01_06', '001_01_02', '001_02_02', '001_02_04']","['001_02_02', '001_02_04', '001_01_02', '001_01_05', '001_01_07']",20,46438,True,"['001_02_07', '001_03_02', '001_01_03', '001_01_07', '001_03_05', '001_01_04', '001_01_06', '001_01_02', '001_02_02', '001_02_04', '001_01_05']",[],5,68359,True,"['001_02_07', '001_03_02', '001_01_03', '001_01_07', '001_03_05', '001_01_04', '001_01_06', '001_01_02', '001_02_02', '001_02_04', '001_01_05']",[]
